question,fact
Please provide a list of Michael Jordan's accomplishments in the 1987-1988 NBA basketball season.,1
How much nutritional value do dried fruits retain?,1
Who is Gillian Anderson?,1
What are five hobbies I can do in my spare time?,1
Are rugby and American football similar?,1
What is the boarding process at Southwest Airlines,1
"Of the following, identify which are TV shows that originally aired in black-and-white, brands of toothpaste, and places where you can participate in water sports: the beach, The Honeymooners, I Love Lucy, Colgate, Florida, a river, The Munsters, Crest, Aquafresh, a lake, a pool, Rembrandt, The Addams Family",1
What are some things that we can do to help the environment?,1
When in the year 44 BC was Julius Caesar killed?,1
How much of the land of Swiftwater community is forested land and how much of it is wetland?,1
"Choose the word which is different from the rest: Emu, Ostrich, Kiwi, Eagle",1
Should I use a dynamic microphone or a condenser microphone for recording a podcast? What about streaming on twitch or making youtube videos? Should I ever use a ribbon microphone?,0
What is a bank run?,1
What are the three main states of matter and how does it transition between them?,1
When was Mar-a-Lago built?,1
"What is ""Breaking Bad""?",1
Who did the USA beat in Women's World Cup final in 2019?,1
What are the key components of Hadoop?,1
Which USA government agency is responsible for preventing diseases?,1
What is the lowest point on Earth?,1
What do the Olympic rings mean?,1
How did Legos get their name?,1
How many types of bass are there?,1
"Classify each of the following bands as Classic Rock , or not: Led Zeppelin, Jimi Hendrix, Journey, Rolling Stones, Miley Cyrus, Taylor Swift, Aerosmith",1
What types of Barbecue (BBQ) are there?,1
"Classify these cities into the countries that they are in.
Paris, Munich, Frankfurt, Nice, Lyon, Dresden",1
"Given this paragraph, how big are the non-volley zones in pickleball and where are they located?",1
What is s3 equivalent in Azure?,1
Who is best Alexa or Siri,0
Who won the 2022 NBA Finals MVP?,1
"Create a 5 day itinerary for a trip to Japan. Include visits to famous locations in Japan, and include a day-by-day breakdown of some activities to do and sites to visit.",0
What are three common alarm clock sounds?,1
What is a stock in finance?,1
Maurice Micklewhite became famous as who,1
Give me a list of some preparations in which stracchino cheese is used/,1
Is a jaguar a big cat or a small cat?,1
Where is Lugașu de Jos,1
Name three different bug type Pokemon.,1
Which dragon in Game of Thrones was reanimated as a wight?,1
What does RAND Corporation do?,1
What is process manufacturing?,1
Where is Smuggler Cove Shell Midden located?,1
Who was the first couple to win the Nobel prize?,1
Why is it so hard now to name a favorite musician?,0
Which is a species of fish? Pickerel or Pickle,1
What are some good activities to keep kids busy while traveling?,0
Who are Daenerys Targaryen's dragons named after?,1
"Identify which animal species is alive or extinct: Eryops, Bluefin Tuna",1
What is the best party to vote for in the US?,0
Please tell me a little bit about the personal lives of the best hockey players at this time.,0
How many players participate in an ultimate frisbee game?,1
"Classify each of the following as either a fruit or a vegetables: tomato, apple, orange, potato, banana.",1
"Given a reference text about S26, tell me where it begins and ends.",1
"Given this information about the players championship tournament, what were the weather conditions on March 20th 1977?",1
Without quoting directly from the text give me a summary of what a restricted Boltzmann machine is?,1
"Tell me whether these are different types of galaxies or different types of ecosystems: Forest, Grassland, Irregular, Spiral, Aquatic, Desert, Elliptical, Tundra, Marine",1
Extract the different foods a giant panda eats from this passage in wild and captive. Place them in two separate bulleted lists with heading as 'Wild' and 'Captive',1
What are some arguments for decriminalizing people selling sex while criminalizing the purchasing of sex?,1
What are the words of House Lannister?,1
"Identify which animal is domesticated or wild: Canary, Green pheasants",1
How did India get independence from colonial rule,1
"Classify each of the following as a weapon or a toy: gun, lego, knife, bomb, blocks, doll",1
Why is music so special?,1
What are the five biggest centers of Sufism?,1
What is does ELT stand for?,1
What is the difference between a dialect and an accent?,1
What’s your favorite way to spend a day off?,0
Who is the best ever President of the United States ?,0
Why do people hate pineapple on pizza?,1
What was Meghan Markle's royal title?,1
What singer was born Georgios Kyriacos Panayiotou?,1
What is the Firefly Music Festival?,1
What is a prime number?,1
Name some of Sweden's most famous companies,1
Name some plays that were written by Shakespeare,1
What are four reasons why you have a car on your front lawn?,1
"According to this paragraph, what records did Stevens break as a basketball coach?",1
"If you were to weigh each one of these items on average, what would be considered heavy and light if you were to carry them: boulder, pebble, feather, bowling ball, elephant, seed, sand, dirt, water, books, papers, backpack",1
"What would you do to improve the rules of Tennis, to make it a better TV viewing experience?",0
"given the following text, tell me the most popular method for training multi-layer perceptrons today and explain how it works",1
What is a popular mystery book series?,1
Please describe a fantasy animal,0
What is a useful set of criteria to use when determining who has a lot of leadership potential in my team?,1
What does Chevron do?,1
What is Black rice?,1
Where is Pleasanton?,1
Who is the company ABB,1
What is the best way to make Indian ginger tea?,0
"Given a reference text about the Kwahu Plateau, tell me its average and highest elevations.",1
"Classify each of the following as having 2 wheels, 4 wheels, or neither: Car, Tricycle, Bicycle, Motorcycle, Grocery Cart",1
What are all the ways I can get around in San Francisco?,1
Why might someone choose to move to Seattle?,1
Who were the Grateful Dead?,1
What is the difference between an alligator and a crocodile?,1
"Which characters belong to DC or Marvel Universe? Ray Palmer, Ant-Man",1
Why do we still use vacuum tubes in modern electric guitar amplifier?,1
"Given this reference about the Battle of Okinawa during WW2, what was the difference in between the US (77th Infantry Division) and the Japanese casualties and wounded?",1
Who is JFK?,1
What is the oldest manufacturer of cymbals?,1
"What happened on January 6, 2021?",1
What are the colors of the rainbow?,1
Which African country was founded by Americans,1
Summarize what electoral college does in USA presidential election,1
What is the significance of Thanks Giving.,1
When is the world diabetes day celebrated?,1
"Identify the hemisphere (Western or Eastern) where each of these countries is located: Namibia, United States, Canada, Australia, China, Brazil, Egypt, Mexico, Lebanon",1
"From the text provided, find all the names of game consoles. Separate them with a comma.",1
Why is Peter Pan usually portrayed by a female on stage performances (not movies)?,1
What specie is the Anachemmis sober?,1
"Given the reference text about Bodo Tümmler, who was he?",1
"Classify the following as TV Shows or movies: Ted Lasso, Schitt's Creek, The Office, Seinfeld, The Elephant Whisperers, Harry Potter and the Sorcerer's Stone, Delhi Crime, The Social Network.",1
"Tell me if the following activities are healthy or harmful: sleeping, running, eating fruit, smoking, listening to music, drinking alcohol, occasional cocaine usage, hiking by yourself in the desert with no water, eating McDonald’s",1
What are some good Indian dishes?,0
What kind of cars are good for families with 3 small children?,0
Where can I mine diamonds in the United States?,1
How to stay calm in stressful situations ?,0
